Day,Age,"Ad set name","Ad name","Campaign name","Account name","Account ID",Reach,Impressions,"Attribution setting",Frequency,"Amount spent (USD)","Link clicks",Purchases,"Mobile app purchases","Website purchases","Cost per purchase","App Installs","Mobile app installs","Desktop app installs","Cost per App Install","Landing page views","New messaging connections","Cost per new messaging connection","Messaging conversations started","CPM (cost per 1,000 impressions)","Campaign delivery","Post reactions","Post engagement","Post shares","Cost per Page engagement","Cost per landing page view","Reporting starts","Reporting ends","Campaign name","Clicks (all)","CPC (cost per link click)","100% VTR","50% VTR","25% VTR","75% VTR","CTR (link click-through rate)","Delivery status","Delivery level","Result Type","Cost per result",Results,"Page engagement",ThruPlays,"Result rate"
2023-05-09,25-34,"Core Audience: Frequent Traveller","Eid bridge holiday Campaign - Engagement","2304124581_P01|4800019312|Website||_Engagement_$25.00_CPR- $0.05_500_RobiDS_BDTickets_1.027Mn_Eid bridge holiday Campaign_Apr 25-May 4_All FB","BD Tickets - HP -BD - USD",263602211734258,0,0,"7-day click or 1-day view",0,0,,,,,,,,,,,,,,,inactive,,,,,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Engagement_$25.00_CPR- $0.05_500_RobiDS_BDTickets_1.027Mn_Eid bridge holiday Campaign_Apr 25-May 4_All FB",0,,,,,,,not_delivering,ad,,,,,,
2023-05-09,18-24,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,42,61,"7-day click or 1-day view",1.452380952381,0.02,,,,,,,,,,,,,,0.32786885,active,,35,,0.00057143,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,0.08196721,0.14754098,0.47540984,0.09836066,,active,ad,,,,35,6,
2023-05-09,45-54,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,44,52,"7-day click or 1-day view",1.1818181818182,0,,,,,,,,,,,,,,0,active,,17,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,0.07692308,0.17307692,0.30769231,0.11538462,,active,ad,,,,17,6,
2023-05-09,18-24,"Custom Audience: Lookalike (1%) - Purchaser last 180 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,20,20,"7-day click or 1-day view",1,0,,,,,,,,,,,,,,0,active,,2,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,,0.05,0.05,0.05,,active,ad,,,,2,1,
2023-05-09,35-44,"Custom Audience: Lookalike (1%) - Purchaser last 180 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,42,43,"7-day click or 1-day view",1.0238095238095,0.02,,,,,,,,,,,,,,0.46511628,active,,16,,0.00125,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,,0.3255814,0.37209302,0.3255814,,active,ad,,,,16,14,
2023-05-09,55-64,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,68,71,"7-day click or 1-day view",1.0441176470588,0,,,,,,,,,,,,,,0,active,,2,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",0,,,0.01408451,0.01408451,0.01408451,,active,ad,Reach,,68,2,1,95.774647887324
2023-05-09,45-54,"Remarketing: People who follow the page and engaged users in post/ads last 30 days","Bus Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3,3,"7-day click or 1-day view",1,0,,,,,,,,,,,,,,0,active,,,,,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,,,,,,active,ad,,,,,,
2023-05-09,55-64,"Remarketing: the audience who viewed bus dynamic the Awrarness dynamic/OVC 3 sec/Motion","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,5,5,"7-day click or 1-day view",1,0,,,,,,,,,,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,,,,,,active,ad,,,,1,,
2023-05-09,55-64,"Custom Audience: Lookalike (1%) - Purchaser last 180 days","Brand Motion - Traffic","2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2,2,"7-day click or 1-day view",1,0,,,,,,,,,,,,,,0,active,,1,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Traffic_$395.00_CPR- $0.06_6,583_RobiDS_BDTickets_1.027Mn_Always On Traffic_Apr 16-Jun 30_All FB",0,,,,0.5,,,active,ad,,,,1,,
2023-05-09,25-34,"Core Audience: BDTickets Student frequent traveller","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,784,784,"7-day click or 1-day view",1,0.02,,,,,,,,,,,,,,0.0255102,active,,18,,0.00111111,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",1,,0.00255102,0.00382653,0.01403061,0.00255102,,active,ad,Reach,0.025510204081633,784,18,2,100
2023-05-09,55-64,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,368,382,"7-day click or 1-day view",1.0380434782609,0,,,,,,,,,,,,,,0,active,,17,,0,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",1,,0.0026178,0.01832461,0.04188482,0.0026178,,active,ad,Reach,,368,17,1,96.335078534031
2023-05-09,18-24,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3012,3123,"7-day click or 1-day view",1.0368525896414,0.12,3,,,,,,,,,,,,,0.03842459,active,1,53,,0.00226415,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",8,0.04,0.00064041,0.00224143,0.00704451,0.00064041,0.096061479346782,active,ad,Reach,0.039840637450199,3012,53,2,96.445725264169
2023-05-09,25-34,"Core Audience: BDTickets Student frequent traveller","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2772,2772,"7-day click or 1-day view",1,0.1,3,,,,,,,,,,,,,0.03607504,active,1,62,,0.0016129,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",11,0.03333333,0.00108225,0.00649351,0.01515152,0.0036075,0.10822510822511,active,ad,Reach,0.036075036075036,2772,62,4,100
2023-05-09,18-24,"Core Audience: BDTickets Student frequent traveller","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,12640,12670,"7-day click or 1-day view",1.0023734177215,0.39,15,,,,,,,,,1,,,,0.03078137,active,5,242,,0.00161157,0.39,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",36,0.026,0.00078927,0.0038674,0.00828729,0.00205209,0.11838989739542,active,ad,Reach,0.030854430379747,12640,242,25,99.763220205209
2023-05-09,45-54,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1296,1370,"7-day click or 1-day view",1.0570987654321,0.08,2,,,,,,,,,,,,,0.05839416,active,,37,,0.00216216,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",2,0.04,,0.00145985,0.01094891,,0.14598540145985,active,ad,Reach,0.061728395061728,1296,37,,94.598540145985
2023-05-09,18-24,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,15359,15486,"7-day click or 1-day view",1.0082687674979,0.58,24,,,,,,,,,2,,,,0.03745318,active,6,380,,0.00152632,0.29,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",50,0.02416667,0.00264755,0.00703862,0.01724138,0.00458479,0.15497869043007,active,ad,Reach,0.037762875187187,15359,380,42,99.179904429808
2023-05-09,25-34,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,7693,7730,"7-day click or 1-day view",1.004809567139,0.27,12,,,,,,,,,,,,,0.03492885,active,3,199,,0.00135678,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",22,0.0225,0.00116429,0.00478655,0.01254851,0.00245796,0.15523932729625,active,ad,Reach,0.035096841284284,7693,199,19,99.521345407503
2023-05-09,25-34,"Core Audience: Parents with student kids","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,5393,5393,"7-day click or 1-day view",1,0.21,9,,,,,,,,,,,,,0.03893937,active,,132,,0.00159091,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",16,0.02333333,0.00203968,0.00537734,0.01260894,0.00296681,0.16688299647691,active,ad,Reach,0.038939365844613,5393,132,15,100
2023-05-09,18-24,"Core Audience: BDTickets Student frequent traveller","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,41090,41341,"7-day click or 1-day view",1.0061085422244,1.4,74,,,,,,,,,6,,,,0.03386469,active,19,988,,0.001417,0.23333333,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",171,0.01891892,0.00268499,0.00672456,0.01644856,0.00408795,0.17899905662659,active,ad,Reach,0.034071550255537,41090,988,117,99.392854551172
2023-05-09,25-34,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,36863,36994,"7-day click or 1-day view",1.0035536988308,1.35,72,1,,1,1.35,,,,,2,,,,0.0364924,active,5,1058,,0.00127599,0.675,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",129,0.01875,0.00362221,0.00892037,0.02048981,0.00527113,0.1946261555928,active,ad,Reach,0.036622087187695,36863,1058,139,99.645888522463
2023-05-09,35-44,"Core Audience: Parents with student kids","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,11541,11541,"7-day click or 1-day view",1,0.39,23,,,,,,,,,2,,,,0.03379257,active,1,407,,0.00095823,0.195,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",38,0.01695652,0.00320596,0.00996447,0.02452127,0.00467897,0.19928948964561,active,ad,Reach,0.03379256563556,11541,407,37,100
2023-05-09,35-44,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,17681,17681,"7-day click or 1-day view",1,0.56,36,,,,,,,,,3,,,,0.03167242,active,2,542,,0.00103321,0.18666667,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",62,0.01555556,0.0036197,0.00927549,0.0208133,0.00492054,0.20360839319043,active,ad,Reach,0.031672416718511,17681,542,65,100
2023-05-09,35-44,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,3628,3652,"7-day click or 1-day view",1.0066152149945,0.08,8,,,,,,,,,1,,,,0.02190581,active,1,106,,0.00075472,0.08,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",12,0.01,0.0024644,0.00520263,0.01232202,0.00355969,0.21905805038335,active,ad,Reach,0.022050716648291,3628,106,13,99.34282584885
2023-05-09,25-34,"Core Audience: Parents with student kids","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,25832,25832,"7-day click or 1-day view",1,0.88,57,,,,,,,,,5,,,,0.03406627,active,6,777,,0.00113256,0.176,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",106,0.0154386,0.00352276,0.00905853,0.02136884,0.00534221,0.22065655001548,active,ad,Reach,0.034066274388356,25832,777,96,100
2023-05-09,45-54,"Core Audience: Frequent  travellers, Interests: Travel, Family, Leisure,  Expedia (website), Travel website, Travel agency, Airbnb, Tourism, TripAdvisor, Hotels.com, Trivago, Booking.com or Agoda.com, Sharetrip, Go Zayan, Flight Expert, Shohoz, avijatrik,Booking.com,Agoda.com etc","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,6528,6875,"7-day click or 1-day view",1.0531556372549,0.19,16,,,,,,,,,4,,,,0.02763636,active,2,273,,0.00069597,0.0475,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",27,0.011875,0.00407273,0.01105455,0.02850909,0.00567273,0.23272727272727,active,ad,Reach,0.029105392156863,6528,273,27,94.952727272727
2023-05-09,35-44,"Core Audience: Parents with student kids","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2304,2362,"7-day click or 1-day view",1.0251736111111,0.06,6,,,,,,,,,,,,,0.0254022,active,,73,,0.00082192,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",7,0.01,0.00084674,0.00719729,0.01524132,0.00338696,0.25402201524132,active,ad,Reach,0.026041666666667,2304,73,8,97.544453852667
2023-05-09,18-24,"Core Audience: Parents with student kids","Bus Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,11312,11997,"7-day click or 1-day view",1.0605551626591,0.39,32,,,,,,,,,1,,,,0.03250813,active,6,322,,0.00121118,0.39,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",54,0.0121875,0.00333417,0.00808535,0.01875469,0.00500125,0.26673335000417,active,ad,Reach,0.034476661951909,11312,322,40,94.290239226473
2023-05-09,18-24,"Core Audience: Parents with student kids","Brand Motion - Reach","2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,2500,2558,"7-day click or 1-day view",1.0232,0.08,7,,,,,,,,,,,,,0.03127443,active,,65,,0.00123077,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Reach_$553.00_CPR- $0.25_737,333_RobiDS_BDTickets_1.027Mn_Always On Awareness_Apr 16-Jun 30_All FB",8,0.01142857,0.00117279,0.0050821,0.01055512,0.00351837,0.27365129007037,active,ad,Reach,0.032,2500,65,9,97.73260359656
2023-05-09,25-34,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1236,2219,"7-day click or 1-day view",1.7953074433657,0.56,8,6,,6,0.09333333,1,1,,0.56,4,,,,0.25236593,active,4,12,,0.04666667,0.14,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",27,0.07,0,0,0,0,0.3605227579991,active,ad,,,6,12,,0.27039206849932
2023-05-09,25-34,"[Cox bazar & Teknaf to Pan BD productset] Custom Audience: Bdtickets website visitor 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,452,900,"7-day click or 1-day view",1.9911504424779,0.35,4,,,,,,,,,2,,,,0.38888889,active,3,7,,0.05,0.175,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",15,0.0875,0,0,0,0,0.44444444444444,active,ad,,,,7,,
2023-05-09,25-34,"[Rajshahi to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,114,225,"7-day click or 1-day view",1.9736842105263,0.05,1,,,,,,,,,,,,,0.22222222,active,,1,,0.05,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",4,0.05,0,0,0,0,0.44444444444444,active,ad,,,,1,,
2023-05-09,25-34,"[Chittagong to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,101,180,"7-day click or 1-day view",1.7821782178218,0.07,1,,,,,,,,,,,,,0.38888889,active,,1,,0.07,,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",3,0.07,0,0,0,0,0.55555555555556,active,ad,,,,1,,
2023-05-09,18-24,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,1009,1795,"7-day click or 1-day view",1.7789890981169,0.35,10,6,,6,0.05833333,,,,,8,1,0.35,1,0.19498607,active,3,13,,0.02692308,0.04375,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",32,0.035,0,0,0,0,0.55710306406685,active,ad,,,6,13,,0.33426183844011
2023-05-09,35-44,"[Dhaka to Pan BD productset] Custom Audience: People who visit website last 90 days","Travel Ads - Catalog Sales","2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB","BD Tickets - HP -BD - USD",263602211734258,306,487,"7-day click or 1-day view",1.5915032679739,0.16,3,,,,,,,,,1,,,,0.32854209,active,,3,,0.05333333,0.16,2023-05-09,2023-05-09,"2304124581_P01|4800019312|Website||_Conversions_$791.00_CPR- $1_791_RobiDS_BDTickets_1.027Mn_Always On Catalog sales_Apr 16-Jun 30_All FB",5,0.05333333,0,0,0,0,0.61601642710472,active,ad,,,,3,,
